PA_ID,PA_DC,PA_CPX,PA_CTF,PA_TOTAL,PA_IDADEMX,PA_IDADEMN,PA_SEXO
060420001,AMANTADINA 100 MG (POR COMPRIMIDO),3,02,0.41,130.0,0.0,A
060421001,ZIPRASIDONA 40 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060421002,ZIPRASIDONA 80 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060422001,ETOSSUXIMIDA 50 MG/ML (FRASCO DE 120 ML),3,02,0.0,130.0,0.0,A
060423001,OLANZAPINA 5 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423002,OLANZAPINA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423003,QUETIAPINA 25 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423004,QUETIAPINA 100 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423005,QUETIAPINA 200 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423006,QUETIAPINA 300 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423007,CLOZAPINA 25 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060423008,CLOZAPINA 100 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060424002,ALFATALIGLICERASE 200 U INJETAVEL (POR FRASCO AMPOLA),3,02,0.0,130.0,4.0,A
060424003,IMIGLUCERASE 400 U INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060424005,ALFAVELAGLICERASE 400 U INJETAVEL (POR FRASCO AMPOLA),3,02,0.0,130.0,0.0,A
060424006,"LARONIDASE 0,58 MG/ML SOLUCAO INJETAVEL (FRASCO DE 5 ML)",3,02,0.0,130.0,0.0,A
060424007,IDURSULFASE ALFA 2 MG/ML SOLUCAO INJETAVEL (FRASCO DE 3 ML),3,02,0.0,130.0,0.0,A
060424008,GALSULFASE 1 MG/ML SOLUCAO INJETAVEL (POR FRASCO AMPOLA DE 5,3,02,0.0,130.0,0.0,A
060424009,ALFAELOSULFASE 1 MG/ML SOLUCAO INJETAVEL (POR FRASCO AMPOLA,3,02,0.0,130.0,0.0,A
060424010,ALFA-ALGLICOSIDASE 50 MG PO LIOFILIZADO PARA SOLUCAO INJETAV,3,02,0.0,130.0,0.0,A
060424011,ALFAVESTRONIDASE 10 MG SOLUCAO INJETAVEL (FRASCOCOM 5ML),3,02,0.0,130.0,0.0,A
060424012,"ALFAGALSIDASE 1MG/ML (FRASCO AMPOLA DE 3,5 ML)",3,02,0.0,130.0,7.0,A
060425001,FILGRASTIM 300 MCG INJETAVEL (POR FRASCO AMPOLA OU SERINGA P,3,02,0.0,130.0,0.0,A
060425003,ELTROMBOPAGUE OLAMINA 25 MG (POR COMPRIMIDO),3,02,138.45,130.0,6.0,A
060425004,ELTROMBOPAGUE OLAMINA 50 MG (POR COMPRIMIDO),3,02,276.93,130.0,6.0,A
060426001,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO D,3,02,5.04,130.0,0.0,A
060427001, BEZAFIBRATO 200 MG (POR DRAGEA OU COMPRIMIDO),3,02,0.0,130.0,0.0,A
060427002,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRACAO LENTA),3,02,0.0,130.0,0.0,A
060427003,CIPROFIBRATO 100 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060427004, ETOFIBRATO 500 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060427005,FENOFIBRATO 200 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060427006,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA),3,02,0.0,130.0,0.0,A
060427007,GENFIBROZILA 600 MG (COMPRIMIDO),3,02,0.0,130.0,0.0,A
060427008,GENFIBROZILA 900 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060427009,ACIDO NICOTiNICO 250MG (POR COMPRIMIDO DE LIBERACAO PROLONGA,3,02,0.0,130.0,0.0,A
060427010,ACIDO NICOTiNICO 500MG (POR COMPRIMIDO DE LIBERACAO PROLONGA,3,02,0.0,130.0,0.0,A
060427011,ACIDO NICOTiNICO 750 MG (POR COMPRIMIDO DE LIBERACAO PROLONG,3,02,0.0,130.0,0.0,A
060428006,BUDESONIDA 200 MCG (POR CAPSULA INALANTE),3,02,0.0,130.0,0.0,A
060428007,BUDESONIDA 400 MCG (POR CAPSULA INALANTE),3,02,0.0,130.0,0.0,A
060428008,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO,3,02,0.0,130.0,0.0,A
060428009,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO,3,02,0.0,130.0,0.0,A
060428010,METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA),3,02,0.0,130.0,0.0,A
060429001,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA),3,02,2409.26,130.0,0.0,A
060429002,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060429003,OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060429004,"OCTREOTIDA 0,1 MG/ML INJETAVEL (POR AMPOLA)",3,02,28.9,130.0,0.0,A
060429006,LANREOTIDA 60 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,0.0,A
060429007,LANREOTIDA 90 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,0.0,A
060429008,LANREOTIDA 120 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,0.0,A
060431001,"IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)",3,02,69.42,130.0,0.0,A
060431002,"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)",3,02,136.2,130.0,0.0,A
060431003,"IMUNOGLOBULINA HUMANA 2,5 G INJETAVEL (POR FRASCO)",3,02,352.01,130.0,0.0,A
060431004,"IMUNOGLOBULINA HUMANA 3,0 G INJETAVEL (POR FRASCO)",3,02,290.79,130.0,0.0,A
060431005,"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)",3,02,0.0,130.0,0.0,A
060431006,"IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)",3,02,692.78,130.0,0.0,A
060432001,"EVEROLIMO 0,5 MG (POR COMPRIMIDO)",3,02,0.0,130.0,0.0,A
060432002,"EVEROLIMO 0,75 MG (POR COMPRIMIDO)",3,02,0.0,130.0,0.0,A
060432003,EVEROLIMO 1 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060432004,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060432005,MICOFENOLATO DE MOFETILA 500 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060432006,MICOFENOLATO DE SODIO 180 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060432007,MICOFENOLATO DE SODIO 360 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060432008,SIROLIMO 1 MG (POR DRAGEA),3,02,0.0,130.0,0.0,A
060432009,SIROLIMO 2 MG (POR DRAGEA),3,02,0.0,130.0,0.0,A
060432011,NATALIZUMABE 300MG (POR FRASCO-AMPOLA),3,02,0.0,130.0,18.0,A
060432012,ABATACEPTE 250 MG INJETAVEL (POR FRASCO AMPOLA).,3,02,0.0,130.0,0.0,A
060432013,"FINGOLIMODE 0,5 MG (POR CAPSULA)",3,02,0.0,130.0,10.0,A
060432014,ABATACEPTE 125 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,18.0,A
060432015,TOFACITINIBE 5 MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060432016,VEDOLIZUMABE 300 MG PO LIOFILIZADO PARA SOLUCAO INJETAVEL,3,02,0.0,130.0,18.0,A
060432017,BARICITINIBE 2MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060432018,BARICITINIBE 4MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060432019,UPADACITINIBE 15 MG (POR COMPRIMIDO REVESTIDO DE LIBERACAO P,3,02,0.0,130.0,18.0,A
060432020,ALENTUZUMABE 10 MG/ML SOLUCAO INJETAVEL (FRASCO-AMPOLA CONTE,3,02,0.0,130.0,18.0,A
060432021,ECULIZUMABE 10 MG/ML SOLUCAO INJETAVEL (FRASCO COM 30 ML),3,02,0.0,130.0,14.0,A
060432022,CLADRIBINA 10 MG (COMPRIMIDO),3,02,0.0,130.0,18.0,A
060433001,ILOPROSTA 10 MCG/ML SOLUCAO PARA NEBULIZACAO (AMPOLA DE 1 ML,3,02,23.44,130.0,0.0,A
060433002,CLOPIDOGREL 75 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060433003,SELEXIPAGUE 200 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433004,SELEXIPAGUE 400 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433005,SELEXIPAGUE 600 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433006,SELEXIPAGUE 800 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433007,SELEXIPAGUE 1000 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433008,SELEXIPAGUE 1200 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433009,SELEXIPAGUE 1400 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433010,SELEXIPAGUE 1600 MCG (POR COMPRIMIDO),3,02,133.2,130.0,18.0,A
060433011,SELEXIPAGUE 200 MCG(TITULACAO DE DOSE) (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060433012,SELEXIPAGUE 800 MCG (TITULACAO DE DOSE) ( POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060434001,CICLOSPORINA 10 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060434002,CICLOSPORINA 25 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060434003,CICLOSPORINA 50 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060434004,CICLOSPORINA 100 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060434005,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),3,02,0.0,130.0,0.0,A
060434006,TACROLIMO 1 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060434007,TACROLIMO 5 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060435001,SILDENAFILA 20 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060435002,SILDENAFILA 25 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060435003,SILDENAFILA 50 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436001,ATORVASTATINA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436002,ATORVASTATINA 20 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436003,ATORVASTATINA 40 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436004, ATORVASTATINA 80 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436005,FLUVASTATINA 20 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060436006,FLUVASTATINA 40 MG  (POR CAPSULA),3,02,0.0,130.0,0.0,A
060436007,LOVASTATINA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436008,LOVASTATINA 20 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436009,LOVASTATINA 40 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436010, PRAVASTATINA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436011,PRAVASTATINA 20MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060436012,PRAVASTATINA 40 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060437001,SELEGILINA 5 MG (POR COMPRIMIDO),3,02,0.57,130.0,0.0,A
060437002,SELEGILINA 10 MG (POR DRAGEA OU COMPRIMIDO),3,02,1.21,130.0,0.0,A
060437003,RASAGILINA 1 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060438001,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,0.0,A
060438002,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PR,3,02,0.0,18.0,0.0,A
060438003,ETANERCEPTE 50MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PRE,3,02,0.0,130.0,0.0,A
060438004,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),3,02,0.0,130.0,0.0,A
060438005,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),3,02,0.0,130.0,0.0,A
060438006,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,6.0,A
060438007,CERTOLIZUMABE PEGOL 200 MG/ML INJETAVEL (POR SERINGA PREENCH,3,02,0.0,130.0,18.0,A
060438008,GOLIMUMABE 50 MG INJETAVEL (POR SERINGA PREENCHIDA,3,02,0.0,130.0,18.0,A
060438009,ADALIMUMABE 40 MG INJETAVEL (FRASCO AMPOLA),3,02,0.0,18.0,2.0,A
060438010,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PR,3,02,0.0,130.0,18.0,A
060438011,INFLIXIMABE 10 MG /ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML,3,02,0.0,130.0,0.0,A
060438012,ADALIMUMABE 40 MG INJETAVEL ( POR SERINGA PREENCHIDA)( BIOSS,3,02,0.0,130.0,0.0,A
060438013,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA) (BIOSSI,3,02,0.0,130.0,0.0,A
060439001,ALFAINTERFERONA 2B 3.000.000 UI INJETAVEL (POR FRASCO-AMPOLA,3,02,92.33,130.0,0.0,A
060439002,ALFAINTERFERONA 2B 5.000.000 UI INJETAVEL (POR FRASCO-AMPOLA,3,02,138.03,130.0,0.0,A
060439003,ALFAINTERFERONA 2B 10.000.000 UI INJETAVEL (POR FRASCO-AMPOL,3,02,262.45,130.0,0.0,A
060439008,BETAINTERFERONA 1A 6.000.000 UI (22 MCG) INJETAVEL (POR SERI,3,02,0.0,130.0,0.0,A
060439009,BETAINTERFERONA 1A 6.000.000 UI (30 MCG) INJETAVEL (POR FRAS,3,02,0.0,130.0,0.0,A
060439010,BETAINTERFERONA 1A 12.000.000 UI (44 MCG) INJETAVEL (POR SER,3,02,0.0,130.0,0.0,A
060439011,BETAINTERFERONA 1B 9.600.000 UI (300MCG) INJETAVEL (POR FRAS,3,02,0.0,130.0,0.0,A
060440001,SEVELAMER 800 MG (POR COMPRIMIDO),3,02,0.0,130.0,1.0,A
060441001,METADONA 5 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060441002,METADONA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060441003,METADONA 10 MG/ML INJETAVEL (POR AMPOLA DE 1 ML),3,02,0.0,130.0,0.0,A
060442001,"FLUDROCORTISONA 0,1 MG (POR COMPRIMIDO)",3,02,0.0,130.0,0.0,A
060443001,RALOXIFENO 60 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060444001,"ALFADORNASE 2,5 MG (POR AMPOLA)",3,02,0.0,130.0,0.0,A
060447001,ALFAEPOETINA 1.000 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060447002,ALFAEPOETINA 2.000 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060447003,ALFAEPOETINA 3.000 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060447004,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060447005,ALFAEPOETINA 10.000 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060448001,HIDROXIUREIA 500 MG (POR CAPSULA),3,02,1.2,130.0,0.0,A
060448002,HIDROXIUREIA 100 MG (POR COMPRIMIDO REVESTIDO),3,02,4.45,130.0,0.0,A
060449001,ENTACAPONA 200 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060449002,TOLCAPONA 100 MG (POR COMPRIMIDO),3,02,3.15,130.0,0.0,A
060450001,GABAPENTINA 300 MG (POR CAPSULA),3,02,0.0,130.0,3.0,A
060450002,GABAPENTINA 400 MG (POR CAPSULA),3,02,0.0,130.0,3.0,A
060450003, LAMOTRIGINA 25 MG (POR COMPRIMIDO),3,02,0.0,130.0,2.0,A
060450004,LAMOTRIGINA 50 MG (POR COMPRIMIDO),3,02,0.0,130.0,2.0,A
060450005,LAMOTRIGINA 100 MG (POR COMPRIMIDO),3,02,0.0,130.0,2.0,A
060450006,TOPIRAMATO 25 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060450007,TOPIRAMATO 50 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060450008,TOPIRAMATO 100 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060450009,LEVETIRACETAM 100 MG /ML SOLUCAO ORAL (POR FRASCO DE 150 ML),3,02,0.0,130.0,0.0,A
060450010,LEVETIRACETAM 250 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060450011,LEVETIRACETAM 750 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060450012,LEVETIRACETAM 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 100 ML),3,02,0.0,130.0,0.0,A
060450013,LEVETIRACETAM 500 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060450014,LEVETIRACETAM 1000 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060451001,RISPERIDONA 1 MG (POR COMPRIMIDO),3,02,0.1,130.0,0.0,A
060451002,RISPERIDONA 2 MG (POR COMPRIMIDO),3,02,0.11,130.0,0.0,A
060451003,RISPERIDONA 3 MG (POR COMPRIMIDO),3,02,0.17,130.0,0.0,A
060451004,"RISPERIDONA 1,0 MG/ML SOLUCAO ORAL (POR FRASCO DE 30 ML)",3,02,21.41,130.0,5.0,A
060452001,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA ),3,02,0.0,130.0,0.0,A
060452002,GLATIRAMER 40 MG INJETAVEL (POR SERINGA PREENCHIDA),3,02,0.0,130.0,0.0,A
060453001,AZATIOPRINA 50 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060453002,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",3,02,0.0,130.0,0.0,A
060453003,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),3,02,0.0,130.0,0.0,A
060454001,RILUZOL 50 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060454002,FUMARATO DE DIMETILA 120 MG (POR CAPSULA),3,02,0.0,130.0,18.0,A
060454003,FUMARATO DE DIMETILA 240 MG (POR CAPSULA),3,02,0.0,130.0,18.0,A
060454004,TERIFLUNOMIDA 14 MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060454006,TAFAMIDIS 20 MG CAPSULA,3,02,0.0,130.0,18.0,A
060454007,MEMANTINA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,40.0,A
060455001,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060455002,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060456001,PENICILAMINA 250 MG (POR CAPSULA),3,02,27.46,130.0,0.0,A
060457001,CALCITONINA 50 UI INJETAVEL (POR AMPOLA),3,02,0.0,130.0,0.0,A
060457002,CALCITONINA 100 UI INJETAVEL (POR AMPOLA),3,02,0.0,130.0,0.0,A
060457003,CALCITONINA 200 UI/DOSE SPRAY NASAL (POR FRASCO),3,02,0.0,130.0,0.0,A
060458001,PANCREATINA 10.000 UI (POR CAPSULA),3,02,0.98,130.0,0.0,A
060458002,PANCREATINA 25000 UI (POR CAPSULA),3,02,1.93,130.0,0.0,A
060459001, ISOTRETINOINA 10 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060459002,ISOTRETINOINA 20 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060460001,ACITRETINA 10 MG (POR CAPSULA),3,02,2.74,130.0,0.0,A
060460002,ACITRETINA 25 MG (POR CAPSULA),3,02,6.73,130.0,0.0,A
060461001,SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060461002,SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA),3,02,0.0,130.0,0.0,A
060461003,SOMATROPINA 16UI INJETAVEL (POR FRASCO AMPOLA),3,02,0.0,130.0,0.0,A
060462001,"ALFACALCIDOL 0,25 MCG (POR CAPSULA)",3,02,0.0,130.0,0.0,A
060462002,"ALFACALCIDOL 1,0 MCG (POR CAPSULA)",3,02,0.0,130.0,0.0,A
060462003,"CALCITRIOL 0,25 MCG (POR CAPSULA)",3,02,0.0,130.0,0.0,A
060462004,"CALCITRIOL 1,0 MCG INJETAVEL (POR AMPOLA)",3,02,0.0,130.0,0.0,A
060463001,MIGLUSTATE 100 MG (POR CAPSULA),3,02,0.0,130.0,18.0,A
060463002,"BIOTINA 2,5 MG CAPSULA",3,02,0.0,130.0,0.0,A
060463003,ACIDO URSODESOXICOLICO 50 MG (POR COMPRIMIDO),3,02,1.17,130.0,0.0,A
060463004,ACIDO URSODESOXICOLICO 150 MG (POR COMPRIMIDO),3,02,2.9,130.0,0.0,A
060463005,ACIDO URSODESOXICOLICO 300 MG (POR COMPRIMIDO),3,02,5.73,130.0,0.0,A
060463006,SAPROPTERINA 100 MG (POR COMPRIMIDO),3,02,108.62,70.0,10.0,A
060463007,TRIENTINA 250 MG (POR CAPSULA),3,02,0.0,130.0,0.0,A
060465001,"BIMATOPROSTA 0,3 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 3 ML",3,02,0.0,130.0,0.0,A
060465002,"LATANOPROSTA 0,05 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5",3,02,0.0,130.0,0.0,A
060465003,"TRAVOPROSTA 0,04 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5",3,02,0.0,130.0,0.0,A
060466001,BRINZOLAMIDA 10 MG/ML SUSPENSAO OFTALMICA (POR FRASCO DE 5 M,3,02,0.0,130.0,0.0,A
060466002,DORZOLAMIDA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML),3,02,0.0,130.0,0.0,A
060466003,ACETAZOLAMIDA 250 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060467001,"BRIMONIDINA 2,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)",3,02,0.0,130.0,0.0,A
060468002,RITUXIMABE 500 MG INJETAVEL (POR FRASCO-AMPOLA DE 50 ML) (OR,3,02,0.0,130.0,18.0,A
060468003,RITUXIMABE 500 MG INJETAVEL (POR FRASCO- AMPOLA DE 5O ML ) (,3,02,0.0,130.0,18.0,A
060468004,RITUXIMABE 500 MG INJETAVEL (POR FRASCO AMPOLA DE 50 ML(BIOS,3,02,0.0,130.0,18.0,A
060468005,RITUXIMABE 100 MG INJETAVEL (POR FRASCO-AMPOLA DE 10 ML),3,02,0.0,130.0,18.0,A
060469001,TOCILIZUMABE 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA DE 4 ML),3,02,0.0,130.0,0.0,A
060469002,SECUQUINUMABE 150 MG/ML SOLUCAO INJETAVEL (POR SERINGA PREEN,3,02,0.0,130.0,18.0,A
060469003,"USTEQUINUMABE 45 MG/0,5ML SOLUCAO INJETAVEL (POR SERINGA PRE",3,02,0.0,130.0,18.0,A
060469004,"RISANQUIZUMABE 75 MG/0,83ML -SOLUCAO INJETAVEL",3,02,0.0,130.0,18.0,A
060470001,CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G),3,02,0.0,130.0,0.0,A
060471001,"CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)",3,02,0.0,130.0,0.0,A
060471002,"CLOBETASOL 0,5 MG/G SOLUCAO CAPILAR (POR FRASCO DE 50 G)",3,02,0.0,130.0,0.0,A
060472001,NAPROXENO 250 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060472002,NAPROXENO 500 MG (POR COMPRIMIDO),3,02,0.0,130.0,0.0,A
060473001,PILOCARPINA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 10 ML),3,02,0.0,130.0,0.0,A
060474001,"TIMOLOL 5,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)",3,02,0.0,130.0,0.0,A
060475001,AMBRISENTANA 5MG (POR COMPRIMIDO REVESTIDO),3,02,25.53,130.0,18.0,A
060475002,AMBRISENTANA 10MG (POR COMPRIMIDO REVESTIDO),3,02,25.72,130.0,18.0,A
060475003,"BOSENTANA 62,5MG (POR COMPRIMIDO REVESTIDO)",3,02,8.83,130.0,0.0,A
060475004,BOSENTANA 125MG (POR COMRIMIDO REVESTIDO),3,02,8.83,130.0,0.0,A
060477001,CINACALCETE 30 MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060477002,CINACALCETE 60 MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060477003,"PARICALCITOL 5,0 MCG/ML SOLUCAO INJETAVEL (AMPOLA COM 1 ML)",3,02,0.0,130.0,18.0,A
060478001,INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (TUBETES COM SISTE,3,02,0.0,130.0,3.0,A
060478003,INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (1B),3,02,20.32,3.0,1.0,A
060478004,INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (SISTEMA DE APLICA,3,02,0.0,130.0,1.0,A
060478005,INSULINA ANALOGA DE ACAO PROLONGADA DE 100 UI/ML,3,02,0.0,130.0,2.0,A
060478006,INSULINA ANALOGA DE ACAO PROLONGADA 100 UI/ML (1B),3,02,103.41,2.0,1.0,A
060479001,"NUSINERSENA 2,4MG/ML SOLUCAO INJETAVEL (POR FRASCO AMPOLA DE",3,02,0.0,130.0,0.0,A
060479002,"RISDIPLAM 0,75 MG/ML PO PARA SOLUCAO ORAL (FRASCO 80 ML)",3,02,0.0,130.0,0.0,A
060480001,"ENOXAPARINA SODICA 40 MG/0,4 ML SOLUCAO INJETAVEL (POR SERIN",3,02,0.0,60.0,9.0,F
060480002,"ENOXAPARINA SODICA 60 MG/0,6 ML SOLUCAO INJETAVEL (POR SERIN",3,02,0.0,60.0,9.0,A
060481001,TOBRAMICINA 300MG/5 ML SOLUCAO INALATORIA (POR AMPOLA),3,02,0.0,130.0,0.0,A
060482001,DAPAGLIFLOZINA 10 MG (POR COMPRIMIDO),3,02,0.0,130.0,18.0,A
060483001,SACUBITRIL VALSARTANA SODICA HIDRATADA 50 MG (POR COMPRIMIDO,3,02,3.46,130.0,18.0,A
060483002,SACUBITRIL VALSARTANA SODICA HIDRATADA 100 MG (POR COMPRIMID,3,02,3.46,130.0,18.0,A
